Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal_et_commune,Periodes_regroupees,Covid19_mesures_specifiques,Createur_de_la_donnee,SIT_diffuseur,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,URI_ID_du_POI,Telephone_Final
Le Brame,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,44.6156192,0.81803999,Les Moulaties 1100 route d'Estrade,47210#Dévillac,,,OT Coeur de Bastides,SIRTAQUI Nouvelle-Aquitaine,2026-01-31,Le Brame#https://lorduperigord-miel.fr/<>https://www.airbnb.fr/rooms/708592416916452967?check_in=2023-04-01&check_out=2023-04-06&guests=1&adults=1&s=67&unique_share_id=834d6555-a13a-4960-b6c6-cb690025bfa0&source_impression_id=p3_1740557809_P35xbfO2bu6oPJZG|Madame Alexia CASTANET et Monsieur Guillaume CONZE#https://lorduperigord-miel.fr/<>https://www.airbnb.fr/rooms/708592416916452967?check_in=2023-04-01&check_out=2023-04-06&guests=1&adults=1&s=67&unique_share_id=834d6555-a13a-4960-b6c6-cb690025bfa0&source_impression_id=p3_1740557809_P35xbfO2bu6oPJZG,4 étoiles#Classement officiel des hébergements touristiques,"Aux portes du Périgord et des bastides médiévales de Villeréal (5 km), Monpazier (5 km) et Monflanquin (10 km) , Aux Fleurs Champêtres est une propriété de 2 ha, située en pleine nature entre bois et prairies et offre une vue imprenable sur le château de Biron.",https://data.datatourisme.fr/23/8dbb3a45-4e70-3e8e-a9e0-fb10fc17985e,08 59 24 16 91
La bonne Francette,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,46.922798,-0.144214,9 rue du Confluent - Auboué Maulais,79100#Plaine-et-Vallées,,,Maison du Thouarsais,SIRTAQUI Nouvelle-Aquitaine,2026-01-01,La bonne Francette#https://www.leboncoin.fr/ad/locations_saisonnieres/2014841748<>https://www.airbnb.fr/rooms/1183045358499080061?location=Plaine-et-Vall%C3%A9es%2C%20France&search_mode=regular_search&adults=1&source_impression_id=p3_1739958399_P3YJ5PW36Db_5zi8&previous_page_section_name=1001&federated_search_id=63fd1d92-c680-4e0b-b5b3-f05ddd57722a&guests=1#availability-calendar,3 étoiles#Classement officiel des hébergements touristiques,"Idéalement situé sur le trajet de la VéloFrancette®, en pleine campagne Thouarsaise, ce meublé de tourisme entièrement restauré se compose au rez-de-chaussée d'une cuisine-séjour, d'un grand salon, d'une salle de bain et de WC. À l'étage, 3 chambres spacieuses dont une suite parentale vous attendent",https://data.datatourisme.fr/23/006704cf-ea92-320c-ad8f-fc9cf74d8e0f,04 53 58 49 90
Poplar House,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.07064,-0.313117,97 Le Ruault,79290#Loretz-d'Argenton,,,Maison du Thouarsais,SIRTAQUI Nouvelle-Aquitaine,2026-01-22,Poplar House#https://www.le-ruault.co.uk/pages20/home20FR.html?menuID=home<>https://www.le-ruault.co.uk/<>https://www.airbnb.fr/rooms/13017558?location=thouars&search_mode=regular_search&adults=1&source_impression_id=p3_1739526140_P36eEfTgy6vdU-kJ&previous_page_section_name=1001&federated_search_id=b8a80448-2678-4122-8b31-a5dc5f99cdde&guests=1|M. et Mme Timothy et Emma SCOTT-SMITH#https://www.le-ruault.co.uk/pages20/home20FR.html?menuID=home<>https://www.le-ruault.co.uk/<>https://www.airbnb.fr/rooms/13017558?location=thouars&search_mode=regular_search&adults=1&source_impression_id=p3_1739526140_P36eEfTgy6vdU-kJ&previous_page_section_name=1001&federated_search_id=b8a80448-2678-4122-8b31-a5dc5f99cdde&guests=1,4 étoiles#Classement officiel des hébergements touristiques,"Situé au calme de la campagne, à proximité des vignobles Thouarsais, ce gite peut accueillir 8 personnes. Au RDC 2 chambres spacieuses et 2 salles de bain. À l'étage, 2 autres chambres spacieuses et 1 salle de bains. Aux beaux jours, espace extérieur, piscine, vélos sont à votre disposition.",https://data.datatourisme.fr/23/1f14598c-da51-35b8-8240-33563755acca,04 48 26 78 41
Métairie Le Coutureau,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,44.7775664,0.4443733,242 Impasse Le Coutureau,24240#Rouffignac-de-Sigoulès,,,"Pays de Bergerac, Vignoble & Bastides",SIRTAQUI Nouvelle-Aquitaine,2026-01-01,Métairie Le Coutureau#https://www.airbnb.fr/rooms/1073922485662854484?check_out=2024-02-08&adults=4&check_in=2024-02-01&s=40&unique_share_id=E660FAA8-BBA1-4BF1-9E76-0E26FAECAD19&_branch_match_id=1265594542499552438&_branch<>https://air.tl/ZtOlyQ3x|#https://www.airbnb.fr/rooms/1073922485662854484?check_out=2024-02-08&adults=4&check_in=2024-02-01&s=40&unique_share_id=E660FAA8-BBA1-4BF1-9E76-0E26FAECAD19&_branch_match_id=1265594542499552438&_branch<>https://air.tl/ZtOlyQ3x,3 étoiles#Classement officiel des hébergements touristiques,"Authentique périgourdine avec vue sur les vignobles, située au sud de Bergerac, à 4 kms de Monbazillac et 11kms d’Eymet. 

En famille ou entre amis, vous profiterez de la tranquillité du Domaine...",https://data.datatourisme.fr/23/1bb2fd3e-5f65-3c49-bb78-2c81b3a52c07,07 39 22 48 56
Gîte de Prymalya - Océan,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,44.32071,0.07341,360 Chemin de la Hournère,47700#Casteljaloux,,,OT Coteaux et Landes de Gascogne,SIRTAQUI Nouvelle-Aquitaine,2026-01-07,Madame Valérie ROCHETEAU#https://gitedeprymalya.fr/<>https://www.airbnb.fr/rooms/1195724092951146897?search_mode=regular_search&adults=1&check_in=2025-11-02&check_out=2025-11-07&children=0&infants=0&pets=0&source_impression_id=p3_1761407493_P3T9Cw_BarEQ59fu&previous_page_section_name=1000&federated_search_id=bdeac3c5-5ead-47d6-9a6e-9f83444b6b26|Gîte de Prymalya - Océan#https://gitedeprymalya.fr/<>https://www.airbnb.fr/rooms/1195724092951146897?search_mode=regular_search&adults=1&check_in=2025-11-02&check_out=2025-11-07&children=0&infants=0&pets=0&source_impression_id=p3_1761407493_P3T9Cw_BarEQ59fu&previous_page_section_name=1000&federated_search_id=bdeac3c5-5ead-47d6-9a6e-9f83444b6b26,3 étoiles#Classement officiel des hébergements touristiques,"Petit havre de paix de 45 m² pour une détente absolue au calme et avec la nature… Pour vacanciers et curistes, seul(e) ou à deux (1 chambre / 1 lit). Belle pièce de vie fonctionnelle et très lumineuse, salle d'eau, WC, cellier, logement PMR de plain-pied, parking privé gratuit.",https://data.datatourisme.fr/23/a89996ad-35a9-3498-af80-cefeaffd0002,09 29 51 14 68
L'Atelier,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.01154,-0.24835,Pompois 2B Rue de la Gosselinière,79100#Sainte-Verge,,,Maison du Thouarsais,SIRTAQUI Nouvelle-Aquitaine,2026-01-01,Mr et Mme LEVILLAIN#https://www.airbnb.fr/rooms/1079733380451904170?source_impression_id=p3_1739537568_P3EBJwD2V8FTHG8X|L'Atelier#https://www.airbnb.fr/rooms/1079733380451904170?source_impression_id=p3_1739537568_P3EBJwD2V8FTHG8X,3 étoiles#Classement officiel des hébergements touristiques,"L'Atelier, gîte composé de meubles rénovés, se situe à proximité du Thouet, de la piste cyclable Vélo Francette et de Thouars, ville d'art et d'histoire. Le gîte se compose d'un charmant salon avec cheminée, d'un coin cuisine équipé, d'une salle de bain avec WC et de 2 chambres (5 personnes).",https://data.datatourisme.fr/23/62f8fcb2-c4a6-369a-b9ea-ca9296b210d3,07 97 33 38 04
Jardin Dangla,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,44.1959669,0.62062762,24 rue Lisbonne,47000#Agen,,,ADRT Lot et Garonne (47),SIRTAQUI Nouvelle-Aquitaine,2026-01-07,#https://www.airbnb.fr/rooms/1114489803123836662?adults=1&search_mode=regular_search&check_in=2025-03-04&check_out=2025-03-09&children=0&infants=0&pets=0&source_impression_id=p3_1740736003_P3MY7aA90qyoyNM9&previous_page_section_name=1000&federated_search_id=a29b0e42-95e5-4e78-8941-559704120edc|Jardin Dangla#https://www.airbnb.fr/rooms/1114489803123836662?adults=1&search_mode=regular_search&check_in=2025-03-04&check_out=2025-03-09&children=0&infants=0&pets=0&source_impression_id=p3_1740736003_P3MY7aA90qyoyNM9&previous_page_section_name=1000&federated_search_id=a29b0e42-95e5-4e78-8941-559704120edc,3 étoiles#Classement officiel des hébergements touristiques,"Maison de ville avec jardin clôturé privé et garage, à quelques minutes à pied du cœur de ville d'Agen et de tous les services.",https://data.datatourisme.fr/23/1140a3b9-b59d-349c-9605-28fb4dbffe79,03 12 38 36 66
Maison de village,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,44.11199,0.53053,104 grande rue,47310#Laplume,,,ADRT Lot et Garonne (47),SIRTAQUI Nouvelle-Aquitaine,2026-01-07,Madame PINGRET Marianne#https://www.airbnb.fr/rooms/1170291631736423415?viralityEntryPoint=1&s=76&source_impression_id=p3_1721293060_P3kXhXVtvSg3y5-m|Maison de village#https://www.airbnb.fr/rooms/1170291631736423415?viralityEntryPoint=1&s=76&source_impression_id=p3_1721293060_P3kXhXVtvSg3y5-m,3 étoiles#Classement officiel des hébergements touristiques,"A Laplume, à 15 min d'Agen, cette maison de village qui abritait les compagnons charpentiers a entièrement été rénovée. Dans un quartier paisible, notre maison offre un cadre idéal pour des vacances reposantes en famille ou entre amis.",https://data.datatourisme.fr/23/aec57737-1e33-3c93-add5-9ec01fe14c0b,02 91 63 17 36
Gîte les figuiers,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,43.80985,-0.81802,3 Chemin de Soubanere,40400#Audon,,,OT Tartas,SIRTAQUI Nouvelle-Aquitaine,2026-01-01,Gîte les figuiers#https://www.airbnb.fr/rooms/1097146521558551124?guests=1&adults=1&s=67&unique_share_id=22b47593-d1fa-463c-85c9-f902c7d8125f&source_impression_id=p3_1717751034_P3krI40Ar-bn844M<>https://www.facebook.com/lesfiguiers40/<>https://gitelesfiguiers.com/|Monsieur et Madame Gauzere Jean Michel#https://www.airbnb.fr/rooms/1097146521558551124?guests=1&adults=1&s=67&unique_share_id=22b47593-d1fa-463c-85c9-f902c7d8125f&source_impression_id=p3_1717751034_P3krI40Ar-bn844M<>https://www.facebook.com/lesfiguiers40/<>https://gitelesfiguiers.com/,5 étoiles#Classement officiel des hébergements touristiques,"Nichée au cœur des Landes,  venez découvrir notre maison familiale, ancienne ferme landaise entièrement rénovée.

Composée d’une grande pièce à vivre lumineuse de 80m2 avec salon, séjour et cuisine ouverte entièrement équipée.
5 chambres avec salle d’eau privative,  wc, dressing.",https://data.datatourisme.fr/23/c770cb58-51bc-34bf-ad81-ccab4e6b69e9,09 71 46 52 15
Gîte de Prymalya - Montagne,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,44.32071,0.07341,360 chemin de la Hournère,47700#Casteljaloux,,,OT Coteaux et Landes de Gascogne,SIRTAQUI Nouvelle-Aquitaine,2026-01-07,Madame Valérie ROCHETEAU#https://gitedeprymalya.fr/<>https://www.airbnb.fr/rooms/1192706154252936743?location=Casteljaloux&search_mode=regular_search&adults=1&check_in=2025-11-02&check_out=2025-11-07&children=0&infants=0&pets=0&source_impression_id=p3_1761407502_P32KFMN-BTPbOkSD&previous_page_section_name=1001&federated_search_id=4d073e5e-e9ec-424d-b7|Gîte de Prymalya - Montagne#https://gitedeprymalya.fr/<>https://www.airbnb.fr/rooms/1192706154252936743?location=Casteljaloux&search_mode=regular_search&adults=1&check_in=2025-11-02&check_out=2025-11-07&children=0&infants=0&pets=0&source_impression_id=p3_1761407502_P32KFMN-BTPbOkSD&previous_page_section_name=1001&federated_search_id=4d073e5e-e9ec-424d-b7,3 étoiles#Classement officiel des hébergements touristiques,"Petit havre de paix de 45 m² pour une détente absolue au calme et avec la nature… Pour vacanciers et curistes, seul(e) ou à deux (1 chambre / 1 lit). Belle pièce de vie fonctionnelle et très lumineuse, salle d'eau, WC, cellier, logement PMR de plain-pied, parking privé gratuit.",https://data.datatourisme.fr/23/d4297638-e0ab-333b-85e0-a2f4d005ce26,06 15 42 52 93
La Stalla de Lagalope,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,44.44812,0.59587,1667 Route de Lagalope,47380#Pinel-Hauterive,,,OT Villeneuve - Vallée du Lot,SIRTAQUI Nouvelle-Aquitaine,2026-01-07,La Stalla de Lagalope#https://www.airbnb.fr/rooms/1066539075833458930?adults=1&search_mode=regular_search&check_in=2025-11-01&check_out=2025-11-06&children=0&infants=0&pets=0&source_impression_id=p3_1761742938_P3_N_k1RMKwzBHuQ&previous_page_section_name=1000&federated_search_id=9339af8b-f56b-465f-b549-efc23e0fa9ce|#https://www.airbnb.fr/rooms/1066539075833458930?adults=1&search_mode=regular_search&check_in=2025-11-01&check_out=2025-11-06&children=0&infants=0&pets=0&source_impression_id=p3_1761742938_P3_N_k1RMKwzBHuQ&previous_page_section_name=1000&federated_search_id=9339af8b-f56b-465f-b549-efc23e0fa9ce,4 étoiles#Classement officiel des hébergements touristiques,"Grange rénovée avec passion, située dans un cadre de verdure où règnent calme et quiétude. . Ambiance chaleureuse garantie avec la cheminée pour l'hiver et le jacuzzi tout au long de l'année.
La propriétaire vit dans la maison à côté, mais sans vis-à-vis.",https://data.datatourisme.fr/23/0289a624-5709-3d64-9ad3-f594ab401e05,06 65 39 07 58
Gîte la Vieille Grange : The Barn,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,45.2230039,0.20429368,La Vieille Grange 530 Route de la Marteille,24410#Saint Privat en Périgord,,,Groupe CDT 24,SIRTAQUI Nouvelle-Aquitaine,2026-02-05,#https://gitesdelavieillegrange.com/<>https://www.airbnb.fr/rooms/1255002565065485295?adults=1&search_mode=regular_search&check_in=2026-03-28&check_out=2026-04-02&children=0&infants=0&pets=0&source_impression_id=p3_1768570845_P3PkwPLjqJZfKeML&previous_page_section_name=1000&federated_search_id=09365ffa-a662-4df8-827e-9ba620ebc3ed<>https://www.booking.com/hotel/fr/la-vieille-grange-saint-privat-des-pres.fr.html?aid=1181029&label=msn-hxe8d137adaQd8EQP57Hjg-80608136902481%3Atidat-2332407760340228%3Aloc-66%3Aneo%3Amtb%3Alp188409%3Adec%3Aqsg%C3%AEtes%20la%20vieille%20grange%20saint%20privat%20des%20pr%C3%A9s&sid=75a7e2812c0bcc5593|Gîte la Vieille Grange : The Barn#https://gitesdelavieillegrange.com/<>https://www.airbnb.fr/rooms/1255002565065485295?adults=1&search_mode=regular_search&check_in=2026-03-28&check_out=2026-04-02&children=0&infants=0&pets=0&source_impression_id=p3_1768570845_P3PkwPLjqJZfKeML&previous_page_section_name=1000&federated_search_id=09365ffa-a662-4df8-827e-9ba620ebc3ed<>https://www.booking.com/hotel/fr/la-vieille-grange-saint-privat-des-pres.fr.html?aid=1181029&label=msn-hxe8d137adaQd8EQP57Hjg-80608136902481%3Atidat-2332407760340228%3Aloc-66%3Aneo%3Amtb%3Alp188409%3Adec%3Aqsg%C3%AEtes%20la%20vieille%20grange%20saint%20privat%20des%20pr%C3%A9s&sid=75a7e2812c0bcc5593,3 étoiles#Classement officiel des hébergements touristiques,"Bienvenue à La Grange, un gîte confortable et climatisé situé au calme, à 1 km du charmant village médiéval de St-Privat-des-Prés. Il est situé en Périgord Vert, en Dordogne, dans le sud-ouest de la France, région réputée pour ses vins et sa gastronomie.",https://data.datatourisme.fr/23/af077348-5709-3095-b600-72efdd7294e3,02 56 50 65 48
La Chapellerie,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,45.3368941,1.04718467,2 rue Saint Germain,24160#Excideuil,,,Isle-Auvézère,SIRTAQUI Nouvelle-Aquitaine,2026-01-01,#https://www.airbnb.fr/rooms/830407894325919136?_set_bev_on_new_domain=1691160889_M2Y3OWI1MTQ0Njg0&source_impression_id=p3_1691160891_lWe4ezYaqy6GxfRq<>https://www.la-chapellerie-gite.com/|La Chapellerie#https://www.airbnb.fr/rooms/830407894325919136?_set_bev_on_new_domain=1691160889_M2Y3OWI1MTQ0Njg0&source_impression_id=p3_1691160891_lWe4ezYaqy6GxfRq<>https://www.la-chapellerie-gite.com/,3 étoiles#Classement officiel des hébergements touristiques,"Une belle maison de vacances spacieuse et insolite pour 8 personnes en Périgord Vert. Idéal pour ceux qui souhaitent découvrir cette belle région de France, célèbre pour sa gastronomie, son patrimoine et ses paysages époustouflants. 
La maison se trouve dans le quartier médiéval d'Excideuil...",https://data.datatourisme.fr/23/a6a10161-c71b-3970-a112-a423189e2739,04 07 89 43 25
Le Hameau A La Margot - Gîte Le noisetier,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,44.9533861,0.8214136,Sainte-Alvère 200 chemin de la Vergne,24510#Val de Louyre et Caudeau,,,Office de Tourisme intercommunal du Grand Périgueux,SIRTAQUI Nouvelle-Aquitaine,2026-02-16,Le Hameau A La Margot - Gîte Le noisetier#https://www.gites-de-france.com/fr/nouvelle-aquitaine/dordogne/le-hameau-la-margot-le-noisetier-24g907<>https://www.facebook.com/profile.php?id=100070890724591|Madame ALAMARGOT Sandrine#https://www.gites-de-france.com/fr/nouvelle-aquitaine/dordogne/le-hameau-la-margot-le-noisetier-24g907<>https://www.facebook.com/profile.php?id=100070890724591,4 étoiles#Classement officiel des hébergements touristiques|Gîtes de France#Gîtes de France|4 épis / Premium#Gîtes de France,"Gîte plein de charme, au calme, situé dans le Périgord Noir, idéalement situé dans un triangle d'or Périgueux/Bergerac/Sarlat. Le logement de 60m² 2 chambres à l'étage., terrasse avec jardin privatif. Cuisine toute équipé. Matériel bébé à disposition.",https://data.datatourisme.fr/23/40c77c7e-1e81-308a-9a95-e4476e790129,07 08 90 72 45
Le Hameau A La Margot - Gîte  Le Chêne,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,44.9533861,0.8214136,Sainte-Alvère 200 chemin de la Vergne,24510#Val de Louyre et Caudeau,,,Office de Tourisme intercommunal du Grand Périgueux,SIRTAQUI Nouvelle-Aquitaine,2026-01-27,#https://www.facebook.com/profile.php?id=100070890724591|Le Hameau A La Margot - Gîte  Le Chêne#https://www.facebook.com/profile.php?id=100070890724591,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/23/af1d761d-e315-3468-a312-fa21ea81ad7e,07 08 90 72 45
YonShala,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,44.0073754,-0.9368628,545 Route de Yon Route de Garrosse,40110#Morcenx-la-Nouvelle,,,OT Morcenx,SIRTAQUI Nouvelle-Aquitaine,2026-01-14,#https://www.yonshala.com/sejours-hebergements<>https://www.booking.com/hotel/fr/yonshala.fr.html?aid=393655&label=msn-86%2Aos%2ATbjXJWrus5FZJiNQ-80676793496234%3Atikwd-17199030434%3Aloc-66%3Aneo%3Amtp%3Alp1273%3Adec%3Aqsyon%20shala%20booking&sid=4|YonShala#https://www.yonshala.com/sejours-hebergements<>https://www.booking.com/hotel/fr/yonshala.fr.html?aid=393655&label=msn-86%2Aos%2ATbjXJWrus5FZJiNQ-80676793496234%3Atikwd-17199030434%3Aloc-66%3Aneo%3Amtp%3Alp1273%3Adec%3Aqsyon%20shala%20booking&sid=4,3 étoiles#Classement officiel des hébergements touristiques,"Le Yonshala est un lieu de pratique du yoga, c'est un centre dédié au partage et au bien-être.

En plus de nos cours de yoga et événements, nous offrons la possibilité de louer une maison paisible, ancienne grange rénovée pour une retraite spirituelle ou simplement pour se ressourcer.",https://data.datatourisme.fr/23/9ee9716b-d2d0-3381-b8a8-fd2f037157ff,06 76 79 34 96
Camping Siblu Domaine de Soulac,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,45.4862106,-1.1166944,L'Amélie 8 allée Michel Montaigne,33780#Soulac-sur-Mer,,,OT Médoc Atlantique,SIRTAQUI Nouvelle-Aquitaine,2026-01-29,Camping Siblu Domaine de Soulac#https://www.siblu.fr/camping-domaine-de-soulac<>https://siblu.fr/camping/france/cote-atlantique-sud/nouvelle-aquitaine/domaine-de-soulac?aid=KNC-FR-02-180124-10467327555a6890&keyword=&matchtype=&device=c&network=&gad_source=1&gclid=CjwKCAjw7-SvBhB6EiwAwYdCAfmQUldvyAiUgHGqwRF05ZlUyo_RkdpQOgNbuvdJ9sPM53_kXLVRjRoC6LoQAvD_BwE,4 étoiles#Classement officiel des hébergements touristiques|Vignobles & Découvertes#Label Vignobles & Découvertes,,https://data.datatourisme.fr/23/25e7d45b-b809-3aa3-9dd2-8b80da6d202e,02 18 01 24 10
Chez Monette,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,45.3462075,0.86838827,1 Rue Eugène Le Roy,24460#Négrondes,,,Isle-Auvézère,SIRTAQUI Nouvelle-Aquitaine,2026-01-01,#https://www.airbnb.fr/rooms/597097281144666199?adults=1&children=0&infants=0&location=N%C3%A9grondes%2C%20France&pets=0&check_in=2023-03-19&check_out=2023-03-26&federated_search_id=9fe7183d-d996-4cff-8a5f-85b10dfb742f&source_impression_id=p3_1679045316_5YWeTS4Txj%2BkO%2Fs4|Chez Monette#https://www.airbnb.fr/rooms/597097281144666199?adults=1&children=0&infants=0&location=N%C3%A9grondes%2C%20France&pets=0&check_in=2023-03-19&check_out=2023-03-26&federated_search_id=9fe7183d-d996-4cff-8a5f-85b10dfb742f&source_impression_id=p3_1679045316_5YWeTS4Txj%2BkO%2Fs4,3 étoiles#Classement officiel des hébergements touristiques,"Chez Monette, c'est une jolie maison dans un petit village avec un grand jardin arboré et clôturé ! Elle est idéale pour les grandes familles ou les tribus car la maison peut accueillir jusqu'à 15 personnes !  Une piscine est également à disposition pour les locataires du gîte.",https://data.datatourisme.fr/23/ae5a00aa-ca93-399b-9e66-f95613555561,09 72 81 14 46
