Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal_et_commune,Periodes_regroupees,Covid19_mesures_specifiques,Createur_de_la_donnee,SIT_diffuseur,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,URI_ID_du_POI,Telephone_Final
"Hôtel ""Les Grains d'Argent""",https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,49.0667703,3.96001874,1 allée du Petit Bois,51530#Dizy,,,Office de tourisme de Hautvillers - Coeur de la Champagne,ADT de la Marne,2025-12-23,#|#http://www.lesgrainsdargent.fr/|#http://www.facebook.com/Les-Grains-Dargent-244808818910625/|#http://www.instagram.com/lesgrainsdargent|#https://secure.reservit.com/fo/booking/2/14084/dates?langcode=fr&partid=0&custid=2&hotelid=14084&m=booking|#,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/26/29fc3343-93f6-395c-9597-3a2f2b723253,08 81 89 10 62
Meublé de tourisme Poutres apparentes triplex chez Sophie,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.6936385831317,7.60958199434097,rue de Reitwiller,67370#Berstett,,,Office de tourisme et d'attractivité du Kochersberg,Système d'informations touristique Alsace,2026-02-05,Meublé de tourisme La Grange de Sophie MOCKERS#https://www.airbnb.fr/rooms/757274340697479881?adults=1&s=40&unique_share_id=4D776CB1-E869-4945-B3C8-8791F447497D&_branch_match_id=1090597999944784972&_branch_referrer=H4sIAAAAAAAAA8soKSkottLXT0zKS9LLTdVPdvfzTPKNyA4qSwIAfoTv5xsAAAA%3D&source_impression_id,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/5/0d78c0eb-7e45-3f30-87a4-bf396b9879a0,06 97 47 98 81
Gîte Au fil des Auges,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.72137,3.70158,Rue des Moulins,51120#Sézanne,,,ADT de la Marne,ADT de la Marne,2025-12-02,#http://www.airbnb.fr/rooms/608696101927203914?source_impression_id=p3_1697016339_lK1EHswurYsAvWse|#|#|#https://www.gites-de-france-marne.com/location-vacances-Gite-Sezanne-51G608.html?&insee=51535#reserver,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/26/af9ba534-605b-3000-93eb-2ea4f319160a,08 69 61 01 92
Gîte de la Mirabelle,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.9312816,5.6933747,53 Rue Charles de Gaulle,55210#Heudicourt-sous-les-Côtes,,,OT COEUR DE LORRAINE,Système d’information touristique Lorrain,2025-08-18,#https://www.airbnb.fr/rooms/1349183904987073297,4 étoiles#Classement officiel des hébergements touristiques,"Offrez-vous une parenthèse de détente dans ce gîte de charme, situé au cœur du village d’Heudicourt, à seulement quelques minutes du Lac de Madine et de ses nombreuses activités nature, nautiques et sportives.

Dès l’entrée, les pierres apparentes vous plongent dans une atmosphère chaleureuse. L’espace de vie, cosy et ouvert, se compose d’une cuisine entièrement équipée, d’un salon convivial et d’un espace nuit. Vous profiterez d’une literie king size (180x200) pour des nuits tout confort.

La salle d’eau moderne est équipée d’une grande douche (160x100), d’un lavabo élégant et de WC suspendus. À votre arrivée, le lit est fait et du linge de toilette ainsi que des produits d’accueil sont mis à votre disposition.

Logement indépendant situé dans la rue principale du village.
Stationnement gratuit à proximité.
Bornes de recharge pour voitures électriques à quelques kilomètres.
Capacité d’accueil : 2 adultes + 1 bébé.
Équipements bébé disponibles sur demande (lit parapluie, chaise haute, vaisselle, baignoire).

Votre compagnon à quatre pattes est le bienvenu après accord avec l’hôte. Pour le confort de tous, les animaux ne sont pas autorisés sur le lit ni sur les fauteuils. Merci de prévoir un couchage adapté.",https://data.datatourisme.fr/10/c10bce19-13f1-37ba-b39e-20b2915deb9e,04 98 70 73 29
Gîte charme,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.2532403,7.3970646,2B rue de la Légion,67600#Kintzheim,,,Sélestat Haut-Koenigsbourg Tourisme,Système d'informations touristique Alsace,2026-02-15,Gites Bonheur et Charme#http://www.airbnb.fr/rooms/1175049864407255234,4 épis / Premium#Gîtes de France,,https://data.datatourisme.fr/5/bd72e22f-4c43-3e7b-96fe-b0f5dd775756,04 98 64 40 72
Gîte bonheur,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.2532403,7.3970646,2B rue de la Légion,67600#Kintzheim,,,Sélestat Haut-Koenigsbourg Tourisme,Système d'informations touristique Alsace,2026-02-15,Gites Bonheur et Charme#http://www.airbnb.fr/rooms/1167324029300485477,4 épis / Premium#Gîtes de France,,https://data.datatourisme.fr/5/31eaa558-b17a-3307-9cb0-2cfc232cd7a7,02 93 00 48 54
Aux 3 épis,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.3478857,4.5362252,47 avenue Paul Girard,10500#Dienville,,,Office de Tourisme des Grands Lacs de Champagne,Aube en Champagne Tourisme,2025-01-13,Aux 3 épis#https://www.airbnb.fr/rooms/1083970770458897388?source_impression_id=p3_1733914427_P3-K3AP2ifQgC26c,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/3/18cc4cb9-e8c1-39b4-aee1-fb776482bce9,08 39 70 77 04
Troyes Villa climatisée 3 ch 6 pers,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#House|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product|http://schema.org/House,48.272993,4.034305,3 rue Jean Rochefort,10120#Saint-André-les-Vergers,,,Office de Tourisme Troyes la Champagne,Aube en Champagne Tourisme,2025-04-28,Troyes Villa climatisée 3 ch 6 pers#https://www.airbnb.fr/rooms/1059494777616539834?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-03&check_out=2024-06-08&source_impression_id=p3_1716555809_6XdEEWHVzY%2F1k6%2BR&previous_page_section_name=1000&federated_search_id=c41a9f54-f422-45e0-bac4-977dc12efe26&modal=PHOTO_TOUR_SCROLLABLE,4 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/3/58f6e938-0234-31b9-8029-27790d16a20c,05 94 94 77 76
Le Vauluisant,http://schema.org/Apartment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#Apartment|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,48.294254,4.072518,1 rue Vauluisant,10000#Troyes,,,Office de Tourisme Troyes la Champagne,Aube en Champagne Tourisme,2024-04-23,Le Vauluisant#https://fr.airbnb.be/rooms/622220625451247552?source_impression_id=p3_1654598536_dHo4xIw1qotHJgMW,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/3/81c6721b-fb3e-3d04-959d-1c09db20ce5a,06 25 45 12 47
Maison la Garenne,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.324305,4.547703,6 rue de la Garenne,10140#Unienville,,,Office de Tourisme des Grands Lacs de Champagne,Aube en Champagne Tourisme,2026-02-16,Maison la Garenne#https://www.airbnb.fr/rooms/1190714581246558742?search_mode=regular_search&adults=1&check_in=2026-05-01&check_out=2026-05-06&children=0&infants=0&pets=0&source_impression_id=p3_1771257710_P3LQ2qRW4OMba_eM&previous_page_section_name=1000&federated_search_id=637dea13-be8c-47ef-a1fa-87bdfa937c04,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/3/bcdd7784-e19c-3cba-8761-5096ba2cefb3,07 14 58 12 46
Le Grenier aux Écureuils,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.295083,4.117564,51 rue Jean Jaurès,10410#Saint-Parres-aux-Tertres,,,Office de Tourisme Troyes la Champagne,Aube en Champagne Tourisme,2025-06-16,Le Grenier aux Écureuils#https://www.airbnb.fr/rooms/924477052937843097?source_impression_id=p3_1746602704_P3FH_rAxXysfu7cf,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/3/9294fcb7-f860-381d-9907-21658723a8e1,05 29 37 84 30
Chez Jennifer et Van,http://schema.org/Apartment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#Apartment|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,48.298704,4.075181,Rue pithou,10000#Troyes,,,Office de Tourisme Troyes la Champagne,Aube en Champagne Tourisme,2025-04-25,Chez Jennifer et Van#https://www.airbnb.fr/rooms/993257078133840525?source_impression_id=p3_1726752255_P34759_sP2E_RbDY,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/3/ed3b98ad-1773-3fda-ae13-da3eb8af3fbd,07 81 33 84 05
Appartement 8 personnes la louvière,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.0078592,6.8691198,18 chemin de la Louvière,88250#La Bresse,,,OT COMMUNAUTAIRE DE LA BRESSE HAUTES VOSGES,Système d’information touristique Lorrain,2025-11-03,#https://www.airbnb.fr/rooms/1046833734261807206?source_impression_id=p3_1710854471_whgJWMT7m%2FucRdJo&_set_bev_on_new_domain=1710854471_N2YzZGIyNDJmZDFi,Accueil Vélo#France Vélo Tourisme|3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/10/dda5d079-0be1-3f1a-aa1f-9cc518e09b89,04 68 33 73 42
Arts et Millésimes,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,48.0622788,4.5422895,1 rue Pierre Renoir,10360#Essoyes,,,Office de Tourisme de la Côte des Bar en Champagne,Aube en Champagne Tourisme,2026-01-29,Arts et Millésimes#https://www.arts-millesimes.fr/<>https://www.facebook.com/profile.php?id=100045274280827<>https://www.instagram.com/artsmillesimes/,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/3/caf5b259-f075-362f-8fce-6b98f95f1371,04 52 74 28 08
Meublé de tourisme Spacieux et coquet triplex chez Sophie,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.6954328,7.6079332,2 A rue de Reitwiller,67370#Berstett,,,Office de tourisme et d'attractivité du Kochersberg,Système d'informations touristique Alsace,2026-02-05,Meublé de tourisme La Grange de Sophie MOCKERS#https://www.airbnb.fr/rooms/1017969858967179877?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-04-11&check_out=2024-04-16&source_impression_id=p3_1712309622_%2FRbCycJUGTi0r47e&previous_page_section_name=1000&federated_searc,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/5/e6818866-eadf-3df3-923c-f283ee585ab4,01 79 69 85 89
Atelier Scandinave,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.6050261,7.4459076,7 Rue du Fruhof,67310#Westhoffen,,,Office de tourisme Intercommunal Mossig et Vignoble,Système d'informations touristique Alsace,2026-02-06,Atelier Scandinave#https://www.airbnb.fr/rooms/1321660156811788208?adults=1&children=0&enable_m3_private_room=true&infants=0&location=westhoffen&pets=0&search_mode=regular_search&check_in=2025-02-07&check_out=2025-02-12&source_impression_id=p3_1738925314_P3P9gGeqcX3tgj05&pr,3 étoiles#Classement officiel des hébergements touristiques|3 épis / Confort#Gîtes de France,,https://data.datatourisme.fr/5/c8c4f106-97da-3bd5-b95f-60609da221d6,01 56 81 17 88
Le Chalet La Romance,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,49.2822859,3.8503756,68 Lotissement la Chute des Eaux,51140#Prouilly,,,ADT de la Marne,ADT de la Marne,2025-06-10,#http://www.facebook.com/people/Le-Chalet-La-Romance/100085441332094/|#,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/26/7f3701c9-8f7e-395f-8fdf-b99a7ba35838,08 54 41 33 20
Le Chalet La Bohème,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,49.2825,3.85035,67 Lotissement la Chute des Eaux,51140#Prouilly,,,ADT de la Marne,ADT de la Marne,2025-06-10,#|#http://www.facebook.com/people/Le-Chalet-La-Romance/100085441332094/,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/26/a68736df-3d29-3a13-aab1-c3da0a84807c,08 54 41 33 20
Village de gîtes du lac de Madine,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.934785,5.713738,,55210#Heudicourt-sous-les-Côtes,,,OT COEUR DE LORRAINE,Système d’information touristique Lorrain,2026-02-03,#https://lacmadine.com/seminaires-et-reunions-de-famille/gites/,3 étoiles#Classement officiel des hébergements touristiques,"Notre Village de gîtes situé en bordure du lac, dans un endroit calme, propose à la location 30 gîtes*** de 4/5 ou 6/8 places, des hébergements parfaits pour un séjour en famille ou entre amis.

À proximité immédiate du centre nautique, vous pourrez vous adonner à une balade en catamaran, optimist ou encore en canoë sur notre beau lac mais aussi participer à des stages ou à des journées de découverte pour vous initier aux sports nautiques.
Vous pouvez aussi louer des vélos chez Divotourbiking pour vous déplacer plus facilement sur le site !

Et pour vos événements privés, vous pouvez louer notre salle des gîtes, fraîchement rénovée, d’une capacité de 120 personnes.

À SAVOIR : Les animaux de compagnie sont admis sous la responsabilité de leur propriétaire et moyennant un droit d’entrée. Les animaux doivent être tenus en laisse. Le carnet de vaccination, à jour, vous est demandé à l’arrivée.

Pour toute réservation d’un séjour SUPÉRIEUR À 15 NUITS, merci de contacter le service hébergement/camping au 03 29 89 32 50 (choix 2) ou au 06 98 75 81 12.

Le Lac de Madine vous propose à la location 20 gîtes de 4 places (40 m2) :
- 2 chambres : une avec un lit double et une avec 2 lits simples
- 1 salle de douche
- des toilettes séparées
- 1 salon avec télévision et banquette (qui peut servir de couchage supplémentaire pour les enfants ou les personnes de petite taille)
- 1 cuisine équipée (vaisselle, ustensiles de cuisine, électroménager : 1 cuisinière électrique, 1 réfrigérateur avec congélateur, 1 four, 1 micro-onde, 1 cafetière expresso « L’or » à capsules, 1 bouilloire)
- 1 terrasse avec salon de jardin et parasol.

Nous disposons également d’un gîte 4 places, accessible aux Personnes à Mobilité Réduite.

Celui-ci se compose de :
- 1 chambre avec un lit double
- 1 chambre avec un lit simple
- 1 canapé convertible.

Le Lac de Madine vous propose à la location 10 gîtes grand confort de 6 places (80 m2) : 
Il existe 2 types de configuration (A et B). Nos gîtes sont équipés de :
- Configuration A : 2 chambres avec 1 lit double et 1 chambre avec 2 lits simples + un canapé convertible dans le salon qui peut accueillir 2 autres personnes (plutôt des enfants ou personnes de petite taille)
- Configuration B : 1 chambre avec 1 lit double et 2 chambres avec 2 lits simples + un canapé convertible dans le salon qui peut accueillir 2 autres personnes (plutôt des enfants ou personnes de petite taille)
- 1 salle de douche
- des toilettes séparées
- 1 salon / salle à manger avec télévision et cheminée
- 1 cuisine américaine équipée (vaisselle, ustensiles de cuisine, une plaque vitrocéramique, 1 hotte aspirante, 1 combiné four / four micro-ondes, 1 réfrigérateur avec petit congélateur, 1 lave-vaisselle, 1 cafetière expresso « L’or » à capsules, 1 bouilloire et de nombreux placards de rangement)
- 1 terrasse avec salon de jardin et parasol.",https://data.datatourisme.fr/10/d6bfa144-6b15-354e-8c89-0145fbfdade3,03 29 89 32 50
Chambres d'Ault,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,50.0981,1.45629,68 Ter avenue du Général Lecle,80460#Ault,,,ADRT80,ADRT80,2012-06-01,#https://www.chambre-d-ault.com/|#https://www.chambre-d-ault.com/,3 épis / Confort#Gîtes de France|Gîtes de France#Gîtes de France,"A l'entrée de Ault, sur la route principale, 2 chambres d'hôtes avec accès extérieur direct indépendant. Chaque chambre est équipée d'un lit 160x200 avec salle d'eau avec cabine de douche et WC indépendant. Petit déjeuner servi dans la salle ou sur la terrasse commune aux 2 chambres. La salle des petits déjeuners est équipée d'un micro-ondes et réfrigérateur et plateau de courtoisie. Jardin (2000 m²), salon de jardin. Taxe de séjour non incluse dans le prix. Abri sécurisé pour vélos et motos au sous-sol, dans le garage. Contact : 06.23.86.84.45",https://data.datatourisme.fr/28/72347e9e-7abf-3716-965a-ef602fc400f7,06 23 86 84 45
Côte et Campagne,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,50.3118588,1.74754713,19 route de Rue VRON,80120#Vron,,,ADRT80,ADRT80,2017-04-03,#https://www.grand-gite-baie-somme.fr/,3 épis / Confort#Gîtes de France|Gîtes de France#Gîtes de France|3 étoiles#Classement officiel des hébergements touristiques,"A 20 min de la baie de Somme, gîte indépendant (155 m²) avec un jardin clos (3200 m²) et terrasse suspendue (24 m²). Au rez-de-chaussée : séjour (35 m²), cuisine aménagée (réfrigérateur/congélateur, cafetière filtre et à dosettes Senséo), 1 chambre (1 lit 160x200), 1 chambre (1 lit 140x200), 1 chambre (1 lit 160x200), salle de bains (douche au sol et baignoire avec WC), WC indépendant. A l'étage : 2 chambres mansardées chacune (2 lits 90x190), 1 chambre (2 lits 90x190) et 1 chambre (1 lit 160x200). 2 salles d'eau. WC indépendant. Les options ( location des draps, forfait ménage..) seront à régler sur place. Parking dans la propriété. Sous-sol aménagé : lave-linge, billard français, baby-foot, table de ping-pong, possibilité de mettre des vélos. 14 transats. Supplément animal 6€/jour, à régler sur place. Taxe de séjour à régler avec le contrat. Wifi gratuit. Borne de recharge pour véhicule électrique à 700m. Contact du propriétaire tél 0635232805.",https://data.datatourisme.fr/28/2d6b5a58-d04e-320d-bce9-9ca19f11c736,06 35 23 28 05
La maisonnette d'Acheux,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,50.0627564,1.6750873,Acheux-en-Vimeu 5 rue du Haut,80210#Acheux-en-Vimeu,,,ADRT80,ADRT80,2017-01-07,#,3 épis / Confort#Gîtes de France|Gîtes de France#Gîtes de France|3 étoiles#Classement officiel des hébergements touristiques,"A proximité de la Baie de Somme, dans un village calme et reposant, gîte indépendant (57 m²) de plain pied. Cuisine aménagée (réfrigérateur/congélateur), pièce de vie (19 m²), espace détente. 1 chambre (1 lit 140), 1 chambre (2 lits 90x200), salle d'eau, WC indépendant. Cour fermée (110 m²) sur l'avant avec parking clos pour 2 voitures. Jardin fleuri clos (350 m²) sur l'arrière. Chauffage électrique (en supplément). Lave-linge dans buanderie extérieure accessible depuis la cuisine. Animaux non admis. Abri pour vélos sécurisé. Possibilité de réserver directement avec les propriétaires au 07 50 66 73 79 ou au 03 22 26 41 80.",https://data.datatourisme.fr/28/219e67ea-3872-33ee-9fbc-6ee959c9838b,07 50 66 73 79
