Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal_et_commune,Periodes_regroupees,Covid19_mesures_specifiques,Createur_de_la_donnee,SIT_diffuseur,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,URI_ID_du_POI
Técher Emile,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-20.883272,55.461312,"15, ruelle des Anges - Résidence Voltaire",97400#Saint-Denis,,,Soubik,ADT Réunion,2019-10-10,Técher Emile#,,,https://data.datatourisme.fr/54/3a7171f2-0288-364a-9442-0d63bbe1c88f
Entre-Deux Délices,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.209337,55.493506,2 rue Jean Lauret,97414#Entre-Deux,,,Soubik,ADT Réunion,2021-03-31,Entre-Deux Délices#,,,https://data.datatourisme.fr/54/3b11b7d1-e39e-3c46-a64f-c3e3a9a749fc
Restaurant Le Champ Borne,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.94033758,55.67739955,"370, route de Champ Borne",97440#Saint-André,,,Soubik,ADT Réunion,2023-04-11,Restaurant Le Champ Borne#,,,https://data.datatourisme.fr/54/3b4408be-4454-3602-a19c-5bde003cb5a2
Bento Pasta (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.167037,55.287822,84 rue du Général Lambert,97436#Saint-Leu,,,Soubik,ADT Réunion,2019-10-10,Bento Pasta (Le)#,,,https://data.datatourisme.fr/54/3b5cd331-81ba-3355-87ad-348037393bb9
Chez Doudou,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.037133,55.31014,"394, route de Maïdo",97423#Saint-Paul,,,Soubik,ADT Réunion,2021-02-22,Chez Doudou#,,,https://data.datatourisme.fr/54/3b84b013-594d-3f3b-a78b-699e64ea7f23
Labyrinthe en Champ Thé (Le),https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#TechnicalHeritage,-21.297089,55.637855,18 rue Emile Mussard - Grand Coude,97480#Saint-Joseph,,,Soubik,ADT Réunion,2023-06-27,Labyrinthe en Champ Thé (Le)#http://www.enchampthe.com/,,,https://data.datatourisme.fr/54/3bb0c504-eed9-38c1-957f-2190d664585a
Filaos (Les),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,-21.07472511,55.22331295,"101, avenue de Bourbon",97434#Saint-Paul,,,Soubik,ADT Réunion,2020-01-09,Filaos (Les)#https://les-filaos-hotel-saint-gilles-les-bains.hotelmix.fr/,,,https://data.datatourisme.fr/54/3bdf93f1-beab-31cc-bd8f-9f9e21a1b746
Aquasens,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#NauticalCentre,-21.3212,55.641414,.,97480#Saint-Joseph,,,Soubik,ADT Réunion,2019-10-10,Aquasens#http://www.aquasens.re/,,,https://data.datatourisme.fr/54/3be645be-2570-3413-93fb-353985593287
Spéléo' Lave,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,-21.332284,55.610924,.,97480#Saint-Joseph,,,Soubik,ADT Réunion,2020-07-03,Spéléo' Lave#,,,https://data.datatourisme.fr/54/86d1f86f-16c1-3d89-af4e-0d4a876056cf
Poncho (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.939266,55.305835,"2, rue Cimendef",97419#La Possession,,,Soubik,ADT Réunion,2019-10-10,Poncho (Le)#,,,https://data.datatourisme.fr/54/3c11de22-eab5-37e0-9396-92da2b9e8dd7
Coup de Bol (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.939254,55.305841,"2, rue Cimendef",97419#La Possession,,,Soubik,ADT Réunion,2019-10-10,Coup de Bol (Le)#http://www.lecoupdebol.com/,,,https://data.datatourisme.fr/54/519c97ee-84cc-3f47-a248-d48da267a8b1
Melting Pot,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#CraftsmanShop|https://www.datatourisme.fr/ontology/core#Store|http://schema.org/LocalBusiness,-21.166918,55.287677,"74, rue du Général Lambert",97436#Saint-Leu,,,Soubik,ADT Réunion,2019-10-10,Melting Pot#,,,https://data.datatourisme.fr/54/3c4a1dc3-8779-30f1-99c1-6719c3b208db
Chez Jo,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.37321543,55.58886363,"143, boulevard de l’Océan - Place Luc Donat - Manapany les Bains",97480#Saint-Joseph,,,Soubik,ADT Réunion,2019-10-10,Chez Jo#,,,https://data.datatourisme.fr/54/3ca74933-9294-31bd-b140-393962eb6e62
Karail Mazagran,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,-20.88684488,55.45515712,"15, ruelle Magnan - Champ Fleuri",97400#Saint-Denis,,,Soubik,ADT Réunion,2019-10-10,Karail Mazagran#,,,https://data.datatourisme.fr/54/3cb48b54-0e2e-3636-81c8-050d8d4f8163
Happy Cook,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,-20.88691716,55.46820968,"15, ruelle Magnan - Champ Fleuri",97400#Saint-Denis,,,Soubik,ADT Réunion,2020-09-23,Happy Cook#,,,https://data.datatourisme.fr/54/0d0596d0-4bf9-31bd-bc6d-65d8d5c26a5a
Sharingan (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,-20.948451,55.292913,19 bis rue Joseph Hubert,97420#Le Port,,,Soubik,ADT Réunion,2019-10-10,Sharingan (Le)#,,,https://data.datatourisme.fr/54/3cc47348-adad-31a5-abb5-bbb2feca56de
Rando Trek Réunion,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,-21.373375,55.588894,"139, boulevard de l'Océan - Manapany les Bains",97480#Saint-Joseph,,,Soubik,ADT Réunion,2019-10-10,Rando Trek Réunion#,,,https://data.datatourisme.fr/54/3d202b77-9a9b-3a91-9cba-64dad6341367
Gîte Eloïse,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#StopOverOrGroupLodge|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.04456015,55.41539378,Grand place les Hauts - Mafate,97419#La Possession,,,Soubik,ADT Réunion,2019-10-10,Gîte Eloïse#,,,https://data.datatourisme.fr/54/3dc353cb-3a9b-335b-8bc7-9d29bf975d77
Sautron Luco,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest,-21.12898,55.628022,"18, rue du Père Coupy",97431#La Plaine-des-Palmistes,,,Soubik,ADT Réunion,2023-01-25,Sautron Luco#,,,https://data.datatourisme.fr/54/3dd68b96-5c69-3c76-ace9-ce741f319a72
Bonne Marmite (La),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.099893,55.243494,"68 ter, route du Trou d'Eau",97434#Saint-Paul,,,Soubik,ADT Réunion,2019-10-10,Bonne Marmite (La)#,,,https://data.datatourisme.fr/54/3dd89534-2d00-3d9d-8d40-1deb5e529a97
Blue Lagon (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.099159,55.242354,"68 ter, route du Trou d'Eau",97434#Saint-Paul,,,Soubik,ADT Réunion,2019-10-10,Blue Lagon (Le)#,,,https://data.datatourisme.fr/54/f549b06f-be77-35dc-b7dd-44a2f1d338a4
Tandoor Mahal (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.87351056,55.45003614,"14, rue Juliette Dodu",97400#Saint-Denis,,,Soubik,ADT Réunion,2020-12-08,Tandoor Mahal (Le)#,,,https://data.datatourisme.fr/54/3e6008a2-a9ff-36ba-a81d-76422c445f8a
66 Burger Club (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,-21.052002,55.2238,"38, boulevard Roland Garros",97434#Saint-Paul,,,Soubik,ADT Réunion,2019-10-10,66 Burger Club (Le)#,,,https://data.datatourisme.fr/54/3eb11a1a-2258-3d2d-8dda-4f676782d724
Espace Culturel Leconte Delisle,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#LeisureSportActivityProvider,-21.007208,55.272758,"5, rue Eugène Dayot",97460#Saint-Paul,,,Soubik,ADT Réunion,2019-10-10,Espace Culturel Leconte Delisle#,,,https://data.datatourisme.fr/54/3ef3d75c-df6c-3cb0-8f65-e2e6fd09b64c
Sorébra,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#TechnicalHeritage,-21.291131,55.396338,"12, rue Valmy - ZI de Bel Air",97450#Saint-Louis,,,Soubik,ADT Réunion,2019-10-10,Sorébra#,,,https://data.datatourisme.fr/54/401148d1-5926-3176-9904-3c6cf4f09c81
Snack Bar La Source,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,-21.21864755,55.47573565,Aire de pique-nique du Bras Long,97414#Entre-Deux,,,Soubik,ADT Réunion,2019-10-10,Snack Bar La Source#,,,https://data.datatourisme.fr/54/40b50517-f777-33f2-a3e6-5b1d675a2059
Hangar (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.936904,55.289509,"13, rue Evariste de Parny",97420#Le Port,,,Soubik,ADT Réunion,2019-10-10,Hangar (Le)#,,,https://data.datatourisme.fr/54/40d051cb-7e83-357c-bd94-07e7635bb952
Amazone Parapente,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#LeisureSportActivityProvider,-21.152033,55.279339,.,97436#Saint-Leu,,,Soubik,ADT Réunion,2019-10-10,Amazone Parapente#http://www.amazoneparapente.com/,,,https://data.datatourisme.fr/54/5d16fab8-dc4b-30a6-98c8-b974093f0433
Ferme Auberge Coeur des Isles,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#FarmhouseInn|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.247265,55.388439,"259, route du Maniron",97427#L'Étang-Salé,,,Soubik,ADT Réunion,2019-10-10,Ferme Auberge Coeur des Isles#,,,https://data.datatourisme.fr/54/9319b5bf-98a7-3cb6-961a-31c3de4ba408
Live Restaurant,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.93577806,55.29033623,"14, rue Renaudière-de-Vaux",97420#Le Port,,,Soubik,ADT Réunion,2019-10-10,Live Restaurant#,,,https://data.datatourisme.fr/54/9353124a-4ccf-347c-b759-345deb687299
Midi-Self,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.935644,55.29063,"14, rue Renaudière-de-Vaux",97420#Le Port,,,Soubik,ADT Réunion,2019-10-10,Midi-Self#,,,https://data.datatourisme.fr/54/262742ac-34f0-3e31-bdb6-34b3bf5b2db7
Riviera,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,-20.911171,55.510005,"65, rue Roger Payet - Local 2 - Rivière des Pluies",97438#Sainte-Marie,,,Soubik,ADT Réunion,2019-10-10,Riviera#,,,https://data.datatourisme.fr/54/94b27748-bec6-3f59-bcda-29d33f9aa442
Centre Ville (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.341348,55.471459,"67, rue du Four à Chaux",97410#Saint-Pierre,,,Soubik,ADT Réunion,2019-10-10,Centre Ville (Le)#,,,https://data.datatourisme.fr/54/94bd3b81-27e8-3809-8f6b-265fbd04c720
Gîte d'Ilet à Malheur,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#StopOverOrGroupLodge|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.02657599,55.42811045,Ilet à Malheur - Mafate,97419#La Possession,,,Soubik,ADT Réunion,2023-01-30,Gîte d'Ilet à Malheur#,,,https://data.datatourisme.fr/54/95b40ce0-613a-3286-971b-76f15ea14ee9
Camping et Table d'Hôte Les Filaos,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.02645461,55.42866012,Ilet à Malheur - Mafate,97419#La Possession,,,Soubik,ADT Réunion,2019-10-10,Camping et Table d'Hôte Les Filaos#,,,https://data.datatourisme.fr/54/13ee0313-f8f5-30a9-b5d3-eb9533f05e97
Est Rando Quad,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,-20.969,55.69,1783 chemin Grand Canal RDM Les Bas,97440#Saint-André,,,Soubik,ADT Réunion,2021-02-25,Est Rando Quad#,,,https://data.datatourisme.fr/54/95c4126a-2035-3f14-9e6b-490eafde7409
Auberge du Volcan,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.20215631,55.57436006,"194, rue Maurice Kraft - RN 3 - PK 27",97418#Le Tampon,,,Soubik,ADT Réunion,2020-04-01,Auberge du Volcan#,,,https://data.datatourisme.fr/54/95d1af71-eb38-3f03-9510-0860f95d6a4c
3 Brasseurs (Les),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.900086,55.51741,"Centre Commercial Duparc - 32, rue Michel Ange",97438#Sainte-Marie,,,Soubik,ADT Réunion,2020-07-10,3 Brasseurs (Les)#http://www.les3brasseurs.re/,,,https://data.datatourisme.fr/54/11112884-141c-361c-94aa-f7aab673a0d5
Pranaventure,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,-21.197265,55.292584,"1, chemin Roche Tendre",97436#Saint-Leu,,,Soubik,ADT Réunion,2019-10-10,Pranaventure#http://www.pranaventure.com/,,,https://data.datatourisme.fr/54/26f797b2-43b3-37c7-9d77-ae0493c8cff5
Maison de l'Abeille (La),https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#TechnicalHeritage,-21.35991853,55.56013895,"68, chemin Laguerre",97429#Petite-Île,,,Soubik,ADT Réunion,2021-06-23,Maison de l'Abeille (La)#,,,https://data.datatourisme.fr/54/26fb297f-dadd-3939-a601-cda73c2c3ce6
Gîte et table d'hôtes Monsieur Libelle,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#StopOverOrGroupLodge|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.075549,55.42203,La Nouvelle - Mafate,97419#La Possession,,,Soubik,ADT Réunion,2023-01-30,Gîte et table d'hôtes Monsieur Libelle#,,,https://data.datatourisme.fr/54/276b6b2e-64b5-3624-9641-a7e7ed9d89b8
Tamaréo (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#StopOverOrGroupLodge|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.076082,55.421875,La Nouvelle - Mafate,97419#La Possession,,,Soubik,ADT Réunion,2023-06-29,Tamaréo (Le)#,,,https://data.datatourisme.fr/54/1e538285-ddbc-37b8-9696-08f06bd455b2
Ti'Tankaz,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.075445,55.424374,La Nouvelle - Mafate,97419#La Possession,,,Soubik,ADT Réunion,2019-10-10,Ti'Tankaz#,,,https://data.datatourisme.fr/54/1e8d1fd6-4ad1-3b81-8007-55b0a04bcd62
Relais de Mafate (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#StopOverOrGroupLodge|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.07749373,55.42404359,La Nouvelle - Mafate,97419#La Possession,,,Soubik,ADT Réunion,2020-10-02,Relais de Mafate (Le)#,,,https://data.datatourisme.fr/54/dbbd80e4-d8ae-354f-9593-669d8856d267
Gîte les Créoles,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#StopOverOrGroupLodge|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.07470754,55.42263898,La Nouvelle - Mafate,97419#La Possession,,,Soubik,ADT Réunion,2023-01-30,Gîte les Créoles#,,,https://data.datatourisme.fr/54/d6dbada7-1536-361f-a91a-4db8c322e62a
Gîte Oréo,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#StopOverOrGroupLodge|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.0775261,55.42169494,La Nouvelle - Mafate,97419#La Possession,,,Soubik,ADT Réunion,2023-02-14,Gîte Oréo#,,,https://data.datatourisme.fr/54/d9d4b13a-c16a-3401-ae4f-30148cc3fa75
Gîte le Jacquanelle,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#StopOverOrGroupLodge|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.045506,55.412124,La Nouvelle - Mafate,97419#La Possession,,,Soubik,ADT Réunion,2019-10-10,Gîte le Jacquanelle#,,,https://data.datatourisme.fr/54/249c6336-79f9-3212-9e66-efb1c6b29659
Camping du Cryptoméria,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.07906907,55.4244312,La Nouvelle - Mafate,97419#La Possession,,,Soubik,ADT Réunion,2020-07-21,Camping du Cryptoméria#,,,https://data.datatourisme.fr/54/e9e25ff1-3bc6-3e47-a85e-71a4c474640e
Chez Gravina Yvon,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#StopOverOrGroupLodge|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.07854351,55.42328183,La Nouvelle - Mafate,97419#La Possession,,,Soubik,ADT Réunion,2023-01-30,Chez Gravina Yvon#,,,https://data.datatourisme.fr/54/ffa47883-2e56-330f-a65d-aa75cede4c76
